accX,accY,gyroX,gyroY,gyroZ
45.00000038242425,-44.999998087878765,0.03625888,0.05665450000000001,-0.00906472
45.00000038242425,-44.999998087878765,0.11052748000000001,-0.24413333000000004,0.13575905000000002
45.00000038242425,-44.999998087878765,-0.09283274,-0.16128287000000002,0.30899183
45.00000038242425,-44.999998087878765,-0.03443145999999999,-0.23428447000000002,0.27614111
2.005542726754654,2.5433134751340845,-0.08586479999999999,-0.36654163000000006,0.19531729000000003
1.9827533926553664,2.604810024805829,0.0019756800000000213,-0.28236117000000005,0.13309695000000002
1.9777694473107046,2.3063361716482973,-0.08944256999999999,-0.20556984000000006,0.005111400000000016
1.9149239170328027,2.2699049535394806,-0.06054600999999998,0.10868024999999998,-0.05268171999999999
1.8529601675165652,2.5217296211478697,-0.07135176999999998,0.42564921,-0.19675852
1.8219912345317058,2.89675584870065,0.013759270000000032,0.59587129,-0.15975372
1.8053356159461642,2.9323347883168935,-0.15460164999999998,0.9252730900000001,0.07814758000000005
1.8659485052096805,3.0396344282341943,-0.28274645,1.1962078100000002,0.3564048600000001
1.885974217418674,3.1228308040584807,-0.29738233,1.9133659300000003,0.46983293000000015
1.976946475274308,3.196886538794274,-0.4477732,3.1274971000000003,0.20206382000000012
1.976945261754809,3.4789465974418476,-1.04380878,7.190046360000001,-0.49635823999999995
2.004103805781591,3.518482319356906,-1.2811049300000001,9.230793250000001,-0.16414362999999993
2.052668718831136,3.572395053579328,-1.5148086100000002,11.761365910000002,0.03669547000000009
2.052668718831136,3.6583539786524852,-1.3328814100000002,14.148696310000002,0.4748058700000002
2.004103805781591,3.6945865968892804,-0.90018957,17.327881270000002,0.5004740300000002
1.973759098713465,6.371955973657862,-0.054433889999999874,20.897629270000003,0.2002490700000002
1.973759098713465,9.36766879588788,1.4126586600000002,25.807162570000003,-0.23591357999999985
2.031163540439898,11.91331463964093,0.5467436100000002,30.421722520000003,-2.00428018
2.236983789793623,14.960111494076955,-0.47449478999999994,34.233130120000006,-1.0815183399999997
2.6149393529897496,19.195474059352648,-1.07914884,37.76211103000001,-0.6784156399999997
2.627649181574004,23.816609233611985,-1.9874934800000001,41.07317375000001,-1.0922984799999997
2.3963908769317777,25.822171270917465,-2.65317528,45.39826655000001,-2.0705932799999998
2.398622972951513,30.0806912632043,-2.8512850800000002,47.84162075000001,-3.46103058
2.563147812307106,35.0720590304561,-4.265112180000001,50.55967595000001,-4.6264332800000005
2.638882778504654,37.55039280505508,-5.848730440000001,53.39851237000001,-5.4401357500000005
2.2900992552006807,41.73430657728676,-6.4056706000000005,56.37374533000001,-5.85417679
0.8222983493497845,45.4110270884305,-6.181610890000001,58.51516846000001,-6.137006260000001
-0.12435205373712604,47.85129449977558,-6.084976170000001,61.14660622000001,-6.56442906
-1.4658670387531503,50.974518614825854,-5.347398630000001,64.09324684,-7.881793920000001
-3.634278887643192,55.76982668450921,-5.29985568,67.42856764000001,-9.765226170000002
-8.347147352640766,60.70438650746655,-5.456718820000001,69.46414048000001,-10.046120630000003
-10.022012035366563,62.42581677723416,-3.850314020000001,68.54045772,-8.253518910000002
-14.118143677563953,67.05720471428407,-2.8648491200000006,69.98580624,-7.884882040000003
-16.059133794513595,69.42328813747844,-1.3210257200000004,69.15508222,-6.5027925200000025
-17.556872730289875,70.63263649160848,-1.6628137400000005,71.54024808,-6.870306520000002
-21.24773737411734,74.08013594577142,-2.7375836600000003,73.50334824,-6.8447167600000025
-23.34871392308352,74.43316417251793,-4.3508571400000005,75.64221307999999,-7.706102600000003
-24.506452368397103,74.85677232128069,-6.724973780000001,78.25446299999999,-9.308090120000003
-25.987876154021325,75.81667569080298,-6.881978390000001,78.93359921999999,-9.979923800000003
-27.895726971764237,76.9941531010092,-6.738718910000001,78.69116009999999,-10.057063520000003
-35.501531241892835,80.33657549108449,-5.770928310000001,78.9468029,-10.933553120000003
-48.07287687578799,83.54231250562572,-5.149214490000001,78.56420978,-10.944589460000003
-55.22324729862993,84.5556191925312,-5.105382450000001,79.4262399,-11.806619580000003
-60.472216477759424,85.42827548098626,-5.109061790000001,79.67275568,-11.560103800000004
-70.40013426879446,86.97363553116242,-5.7920495500000015,79.67275568,-11.723426960000003
