accX,accY,gyroX,gyroY,gyroZ
45.00000038242425,-44.999998087878765,0.08165052000000002,0.17690946000000002,0.04309333
45.00000038242425,-44.999998087878765,0.11942952000000001,0.0069039600000000145,-0.006019370000000003
45.00000038242425,-44.999998087878765,0.051670499999999994,-0.3469487,0.12196989000000003
45.00000038242425,-44.999998087878765,0.15771161,-0.66507203,-0.20346662
1.879900555817309,-0.7823782687070775,0.14674919,-0.7491172500000001,-0.53599336
2.470404742647607,-0.6575619320917667,0.14674919,-0.9775357900000001,-0.5765192299999999
2.352754873536484,-0.7040113730693065,0.03853408999999999,-1.5150041200000002,-0.4286252599999999
2.8289534046616245,-1.45142946765003,-0.01289239000000001,-1.5443906800000002,-0.6343311799999999
2.64712623476285,-1.370101025545921,-0.23962701000000003,-2.0783141400000003,-0.9305489899999999
2.5899587609740946,-1.367700107130588,-0.20676180000000002,-2.62241595,-0.9780209599999999
2.52537492995151,-1.4292209747022184,-0.21775110000000003,-2.8128971500000004,-1.16483906
2.4977576618674275,-1.4628257746947497,-0.31815357,-3.3372211600000004,-1.24292987
2.5603020831430334,-1.5026924752182254,-0.40472971,-4.07876462,-1.6983956500000001
2.559075270088054,-1.5102088048186033,-0.46342891,-4.665756620000001,-1.7644322500000003
2.3440433659038167,-2.1319513268804258,-0.29540791,-5.113812620000001,-1.5926774500000003
2.308351777821784,-2.343404732489489,-0.5032549900000001,-6.433823900000001,-2.2490366500000003
2.237909646176414,-3.0315083632432334,-0.85432627,-7.585186700000001,-2.6454074500000004
2.1226721600842398,-3.0410779268798365,-1.02314443,-10.814751500000002,-2.6380675300000003
2.080899208560027,-3.647684840155364,-1.33557823,-11.086271350000002,-3.6981107800000004
2.0677938008252283,-4.457119791961873,-1.16314604,-14.751372580000002,-3.1221138900000005
1.8622210380245827,-6.458000778995427,-0.57325604,-15.608382580000002,-2.1204138900000005
1.7285969591655452,-6.766488678753092,0.2149275100000001,-19.24869079,-0.09679845000000054
1.123772225616973,-8.832255631991586,0.3012766400000001,-21.3548587,-0.14185017000000055
1.1251428025873644,-10.354084524988252,0.58980684,-24.3996116,-0.6088135200000007
1.15365645347137,-13.832610228507804,0.12911059000000003,-28.21417655,-0.6419836500000007
1.1647432962657023,-14.776133620631441,-0.38030356,-30.339789550000003,-1.627828300000001
1.1847227443165507,-16.69557373937016,-0.21530025999999997,-32.088824530000004,-2.2878415000000007
2.6878761412912784,-21.6426210281152,-0.05816901999999993,-33.843456710000005,-2.800388640000001
2.7040897532986747,-22.448275547024394,0.11711210000000008,-37.075202360000006,-2.132129370000001
2.972172570929747,-25.594717812367634,-0.10245108999999997,-40.18630112,-2.5005489600000006
3.074622219973145,-28.7112365537798,-0.83540709,-43.906052820000006,-2.9513169000000006
3.1166513762684853,-31.276028053505314,-1.01538948,-46.53232647000001,-3.2231270400000005
3.0995790823286256,-33.33457813951486,-0.19145973000000005,-50.20156029000001,-2.7177834600000006
3.3647537710904554,-36.539520058617256,-0.27188623000000006,-49.04999904000001,-3.3319494600000006
3.263120644273663,-38.77629872247516,-0.5641614300000002,-51.68778272000001,-3.0469811400000006
3.3679437479187264,-40.72652408337714,-0.9447743900000003,-55.92942138000001,-3.4898096800000005
3.596918937393727,-43.69805527331832,-0.3679069100000002,-60.03686388000001,-3.4642522600000003
3.904388128504662,-45.39202821793657,-0.9395283100000003,-62.01356756000001,-3.9547403
3.9538062473886306,-46.95837521228077,-0.6604996300000002,-65.78045474000001,-4.3402404500000005
4.284552623078155,-48.3484113460884,0.27451906999999987,-69.91287072000002,-3.9148986100000003
4.530974794754226,-51.07211840224451,0.7788966499999999,-72.22642875000001,-3.90758879
5.023279074357227,-55.30090832427388,1.16249315,-73.12148725000002,-4.11217359
6.359696196061969,-59.41086509312976,1.49942107,-75.32983003000001,-4.31726015
7.648777696897752,-62.834452551094046,2.96933469,-78.74618787000001,-3.56947367
9.694508687242733,-65.78238835113808,3.28072199,-78.91103997000002,-3.32036383
10.319060394519992,-67.29133869975078,3.50038199,-81.21746997000002,-3.07141583
11.766376507345727,-70.39147534533114,3.97841325,-81.93631397000003,-2.7048053899999998
12.990809595197412,-72.06322844590818,4.19018285,-83.94082277000003,-3.3583701899999996
17.05294894426525,-75.47916505586059,4.68441785,-84.44237977000003,-2.3369511899999997
18.033838628170425,-76.5524536250324,4.75044059,-85.92422349000003,-2.7294197
21.047339071534566,-78.62551955919281,4.79491271,-87.30656522000002,-2.1364580999999996
23.32793829818092,-79.83407427125911,5.11674828,-88.93743985000002,-2.5523130499999995
24.17785490813269,-80.54292114116544,5.4530322,-88.40742715000002,-2.3439632299999995
26.22925447407044,-81.7078876652935,6.2185641,-89.49739876000002,-2.1106582699999996
30.562280464940613,-83.37269737774648,6.54210669,-90.25354324000003,-1.5326439799999996
35.92208112482046,-84.80006754584929,6.6460748899999995,-90.03446739000003,-1.5660623299999996
48.10753854409251,-86.82962972388515,6.67170042,-91.81361133000003,-1.6429389199999995
70.86494066322106,-88.87912059607817,6.939627939999999,-90.14365213000004,-1.3309685199999994
71.04421011627059,-88.98230425321785,7.198967509999999,-89.87700722000004,-1.5245600299999995
80.66908232693476,-89.51642094362347,7.107684009999999,-90.19467380000003,-1.0462344899999994
87.15066394243297,-89.86465981728915,7.987954169999999,-90.35472292000003,-0.6679365699999993
92.05607533093422,-90.09780113363888,7.943800409999999,-89.32078904000002,-0.7084108499999993
104.30232617927375,-90.6936114210217,7.814401209999999,-88.98065400000002,-0.7305935699999992
106.74682863451098,-90.81865342701246,7.600483729999999,-89.74205520000001,-0.8176108499999992
112.83749083999615,-91.1471163311727,7.820370529999999,-89.31327594000001,-0.5610762499999993
112.83749083999615,-91.13929305093473,8.567271649999999,-91.20249642000002,-0.6416244099999993
112.14715709383474,-91.13929305093473,10.30794177,-89.78363086000002,-4.62029897
110.34370885072667,-91.13621390413772,10.78373527,-89.88610946000001,-4.982634020000001
108.66643455957086,-91.12796789335192,9.58129711,-87.23194718000002,-4.953306260000001
103.04453212246263,-90.81536675719508,9.735585369999999,-87.14010893000003,-5.001062150000001
100.62841268067979,-90.81536675719508,10.07251329,-87.97144195000003,-5.125578990000001
100.24844777444189,-90.81536675719508,10.40238759,-88.45892286000003,-4.923989140000001
103.5618805486202,-91.1260600398582,10.70998215,-89.51719462000003,-4.964269380000001
103.5618805486202,-91.1260600398582,9.87178948,-87.93231503000003,-4.993551220000001
103.99037162012552,-91.16503067303728,10.35558664,-88.77162980000003,-4.993551220000001
104.20610326264226,-91.16306016528637,10.400215000000001,-88.36253650000003,-5.0456176400000015
104.20610326264226,-91.16306016528637,10.21831524,-89.07899882000004,-4.9973585200000015
106.81406660839934,-91.35958569698343,10.30991374,-88.76023604000004,-4.854464860000001
108.14889092444407,-91.47382335132338,10.0768731,-88.27958972000003,-4.858106120000001
108.48045786552369,-91.50291169125802,10.39507406,-89.41498860000003,-4.887033480000001
111.72861481388574,-91.75137991506523,10.402291620000002,-89.02163158000003,-4.8509456800000015
113.35193327523525,-91.89608548014266,10.625843200000002,-89.85353664000003,-4.612734980000002
117.4981472098895,-92.20022038047085,10.732395870000001,-90.16584619000002,-4.961786830000002
118.48258087292383,-92.27665028578727,11.411753430000001,-90.01609533000003,-4.676894950000002
118.9042010123403,-92.27665028578727,11.59449543,-90.22076637000002,-4.523391670000002
121.45724258646078,-92.51374222308229,12.05506701,-89.85888870000002,-4.241931260000002
120.0587370642954,-92.26708451033821,12.09910989,-89.99101734000003,-4.216239580000002
120.31106365766657,-92.26967098290922,11.872197329999999,-89.46033474000002,-4.271137780000002
120.69425527584099,-92.19769335067275,12.091132759999999,-89.55310399000003,-4.222897770000002
119.869131923446,-92.12626306486709,12.098463999999998,-89.50545093000002,-4.116594790000002
117.92854622136903,-91.96178902237796,12.157588799999997,-89.14331153000002,-3.9355250900000023
117.66250244070693,-91.93984717836952,12.025996919999997,-89.62581509000002,-4.019597680000002
